booth_no,type,geometry
415,ts,"POLYGON ((-79.3852120693814 43.64162971355387, -79.38520149485659 43.64160260443207, -79.38523891783646 43.64159495963488, -79.38524949236127 43.64162206876014, -79.3852120693814 43.64162971355387))"
508,ts,"POLYGON ((-79.38528121593558 43.64170339606253, -79.38527064141081 43.64167628697397, -79.3853080643907 43.64166864218617, -79.38531863891548 43.64169575127818, -79.38528121593558 43.64170339606253))"
510,ts,"POLYGON ((-79.38527064141081 43.64167628697397, -79.38526006688603 43.64164917787317, -79.38529748986591 43.64164153308193, -79.3853080643907 43.64166864218617, -79.38527064141081 43.64167628697397))"
512,ts,"POLYGON ((-79.38526006688603 43.64164917787317, -79.3852494923613 43.64162206876015, -79.38528691534117 43.64161442396545, -79.38529748986591 43.64164153308193, -79.38526006688603 43.64164917787317))"
514,ts,"POLYGON ((-79.3852494923613 43.64162206876015, -79.38523891783649 43.64159495963489, -79.38527634081636 43.64158731483674, -79.38528691534117 43.64161442396545, -79.3852494923613 43.64162206876015))"
516,ts,"POLYGON ((-79.38523891783649 43.64159495963489, -79.38522834331174 43.6415678504974, -79.38526576629161 43.6415602056958, -79.38527634081636 43.64158731483674, -79.38523891783649 43.64159495963489))"
518,ts,"POLYGON ((-79.38522834331174 43.6415678504974, -79.38521776878696 43.64154074134767, -79.38525519176684 43.64153309654263, -79.38526576629161 43.6415602056958, -79.38522834331174 43.6415678504974))"
507,ts,"POLYGON ((-79.38536769568336 43.6417147768725, -79.38535712115861 43.64168766778908, -79.38539454413848 43.64168002300272, -79.38540511866326 43.6417071320896, -79.38536769568336 43.6417147768725))"
513,ts,"POLYGON ((-79.38533597210908 43.64163344958552, -79.38532539758428 43.64160634046541, -79.38536282056414 43.6415986956687, -79.38537339508896 43.64162580479227, -79.38533597210908 43.64163344958552))"
515,ts,"POLYGON ((-79.38532539758428 43.64160634046541, -79.38531482305953 43.64157923133305, -79.3853522460394 43.64157158653289, -79.38536282056414 43.6415986956687, -79.38532539758428 43.64160634046541))"
517,ts,"POLYGON ((-79.38531482305953 43.64157923133305, -79.38530424853474 43.64155212218845, -79.38534167151462 43.64154447738485, -79.3853522460394 43.64157158653289, -79.38531482305953 43.64157923133305))"
602,ts,"POLYGON ((-79.38542626771283 43.64176135022666, -79.38541569318804 43.64173424116424, -79.38545311616795 43.64172659638383, -79.3854636906927 43.64175370544968, -79.38542626771283 43.64176135022666))"
604,ts,"POLYGON ((-79.38541569318804 43.64173424116424, -79.38540511866326 43.6417071320896, -79.38544254164316 43.64169948730573, -79.38545311616795 43.64172659638383, -79.38541569318804 43.64173424116424))"
606,ts,"POLYGON ((-79.38540511866326 43.6417071320896, -79.38539454413851 43.64168002300272, -79.38543196711838 43.6416723782154, -79.38544254164316 43.64169948730573, -79.38540511866326 43.6417071320896))"
612,ts,"POLYGON ((-79.38537339508898 43.64162580479228, -79.38536282056418 43.64159869566871, -79.38540024354404 43.64159105087103, -79.38541081806886 43.64161815999805, -79.38537339508898 43.64162580479228))"
614,ts,"POLYGON ((-79.38536282056418 43.64159869566871, -79.38535224603942 43.64157158653289, -79.3853896690193 43.64156394173178, -79.38540024354404 43.64159105087103, -79.38536282056418 43.64159869566871))"
616,ts,"POLYGON ((-79.38535224603942 43.64157158653289, -79.38534167151462 43.64154447738485, -79.38537909449452 43.64153683258029, -79.3853896690193 43.64156394173178, -79.38535224603942 43.64157158653289))"
605,ts,"POLYGON ((-79.38548912850312 43.64172014648066, -79.38547855397833 43.64169303739965, -79.38551597695825 43.64168539261399, -79.38552655148298 43.64171250169844, -79.38548912850312 43.64172014648066))"
607,ts,"POLYGON ((-79.38547855397833 43.64169303739965, -79.38546797945355 43.64166592830642, -79.38550540243345 43.64165828351731, -79.38551597695825 43.64168539261399, -79.38547855397833 43.64169303739965))"
609,ts,"POLYGON ((-79.38546797945355 43.64166592830642, -79.3854574049288 43.64163881920096, -79.38549482790869 43.64163117440838, -79.38550540243345 43.64165828351731, -79.38546797945355 43.64166592830642))"
611,ts,"POLYGON ((-79.3854574049288 43.64163881920096, -79.38544683040401 43.64161171008325, -79.38548425338389 43.64160406528724, -79.38549482790869 43.64163117440838, -79.3854574049288 43.64163881920096))"
613,ts,"POLYGON ((-79.38544683040401 43.64161171008325, -79.38543625587927 43.64158460095332, -79.38547367885914 43.64157695615385, -79.38548425338389 43.64160406528724, -79.38544683040401 43.64161171008325))"
615,ts,"POLYGON ((-79.38543625587927 43.64158460095332, -79.38542568135448 43.64155749181116, -79.38546310433433 43.64154984700824, -79.38547367885914 43.64157695615385, -79.38543625587927 43.64158460095332))"
704,ts,"POLYGON ((-79.38552655148303 43.64171250169844, -79.38551597695823 43.64168539261399, -79.38555339993815 43.64167774782736, -79.38556397446288 43.64170485691525, -79.38552655148303 43.64171250169844))"
706,ts,"POLYGON ((-79.38551597695823 43.64168539261399, -79.38550540243345 43.64165828351731, -79.38554282541335 43.64165063872723, -79.38555339993815 43.64167774782736, -79.38551597695823 43.64168539261399))"
708,ts,"POLYGON ((-79.38550540243345 43.64165828351731, -79.38549482790869 43.6416311744084, -79.38553225088859 43.64162352961485, -79.38554282541335 43.64165063872723, -79.38550540243345 43.64165828351731))"
710,ts,"POLYGON ((-79.38549482790869 43.6416311744084, -79.38548425338391 43.64160406528724, -79.38552167636379 43.64159642049025, -79.38553225088859 43.64162352961485, -79.38549482790869 43.6416311744084))"
716,ts,"POLYGON ((-79.38546310433438 43.64154984700825, -79.38545252980961 43.64152273785039, -79.3854899527895 43.64151509304305, -79.38550052731424 43.64154220220435, -79.38546310433438 43.64154984700825))"
718,ts,"POLYGON ((-79.38545252980961 43.64152273785039, -79.38544195528483 43.64149562868031, -79.38547937826472 43.64148798386952, -79.3854899527895 43.64151509304305, -79.38545252980961 43.64152273785039))"
601,ts,"POLYGON ((-79.38551027755265 43.64177436460596, -79.38549970302786 43.64174725554942, -79.38553712600778 43.64173961077066, -79.38554770053253 43.64176671983065, -79.38551027755265 43.64177436460596))"
603,ts,"POLYGON ((-79.38549970302786 43.64174725554942, -79.38548912850308 43.64172014648066, -79.38552655148298 43.64171250169844, -79.38553712600778 43.64173961077066, -79.38549970302786 43.64174725554942))"
700,ts,"POLYGON ((-79.38554770053254 43.64176671983065, -79.38553712600776 43.64173961077066, -79.38557454898768 43.64173196599093, -79.38558512351243 43.64175907505436, -79.38554770053254 43.64176671983065))"
702,ts,"POLYGON ((-79.38553712600776 43.64173961077066, -79.38552655148298 43.64171250169844, -79.38556397446288 43.64170485691525, -79.38557454898768 43.64173196599093, -79.38553712600776 43.64173961077066))"
500,ts,"POLYGON ((-79.38532373545652 43.6418123999353, -79.38531316093173 43.64178529089592, -79.38535058391166 43.64177764612201, -79.3853611584364 43.64180475516483, -79.38532373545652 43.6418123999353))"
502,ts,"POLYGON ((-79.38531316093173 43.64178529089592, -79.38530258640695 43.64175818184432, -79.38534000938685 43.64175053706695, -79.38535058391166 43.64177764612201, -79.38531316093173 43.64178529089592))"
709,ts,"POLYGON ((-79.38557883464364 43.64164195245574, -79.38556826011887 43.64161484333946, -79.38560568309876 43.64160719854384, -79.38561625762354 43.64163430766359, -79.38557883464364 43.64164195245574))"
711,ts,"POLYGON ((-79.38556826011887 43.64161484333946, -79.38555768559408 43.64158773421094, -79.38559510857397 43.64158008941187, -79.38560568309876 43.64160719854384, -79.38556826011887 43.64161484333946))"
717,ts,"POLYGON ((-79.38553653654455 43.64153351591721, -79.3855259620198 43.64150640675199, -79.38556338499968 43.64149876194257, -79.38557395952442 43.64152587111123, -79.38553653654455 43.64153351591721))"
719,ts,"POLYGON ((-79.3855259620198 43.64150640675199, -79.385515387495 43.64147929757454, -79.38555281047491 43.64147165276168, -79.38556338499968 43.64149876194257, -79.3855259620198 43.64150640675199))"
808,ts,"POLYGON ((-79.38561625762354 43.64163430766359, -79.38560568309877 43.64160719854384, -79.38564310607866 43.64159955374725, -79.38565368060344 43.64162666287044, -79.38561625762354 43.64163430766359))"
814,ts,"POLYGON ((-79.38558453404924 43.64155298026768, -79.38557395952445 43.64152587111125, -79.38561138250432 43.64151822630429, -79.38562195702913 43.64154533546418, -79.38558453404924 43.64155298026768))"
816,ts,"POLYGON ((-79.38557395952445 43.64152587111125, -79.3855633849997 43.64149876194257, -79.38560080797959 43.64149111713219, -79.38561138250432 43.64151822630429, -79.38557395952445 43.64152587111125))"
818,ts,"POLYGON ((-79.3855633849997 43.64149876194257, -79.38555281047491 43.64147165276168, -79.38559023345481 43.64146400794784, -79.38560080797959 43.64149111713219, -79.3855633849997 43.64149876194257))"
701,ts,"POLYGON ((-79.38562113274274 43.64175038879856, -79.38561055821793 43.6417232797312, -79.38564798119786 43.64171563494939, -79.3856585557226 43.64174274402019, -79.38562113274274 43.64175038879856))"
703,ts,"POLYGON ((-79.38561055821793 43.6417232797312, -79.38559998369315 43.64169617065162, -79.38563740667306 43.64168852586635, -79.38564798119786 43.64171563494939, -79.38561055821793 43.6417232797312))"
800,ts,"POLYGON ((-79.38565855572264 43.64174274402019, -79.38564798119783 43.64171563494938, -79.38568540417776 43.6417079901666, -79.3856959787025 43.64173509924085, -79.38565855572264 43.64174274402019))"
802,ts,"POLYGON ((-79.38564798119783 43.64171563494938, -79.38563740667306 43.64168852586635, -79.38567482965296 43.64168088108011, -79.38568540417776 43.6417079901666, -79.38564798119783 43.64171563494938))"
911,ts,"POLYGON ((-79.3857930919435 43.64156917032241, -79.38578251741872 43.64154206117328, -79.3858199403986 43.64153441636839, -79.38583051492338 43.64156152552097, -79.3857930919435 43.64156917032241))"
913,ts,"POLYGON ((-79.38578251741872 43.64154206117328, -79.38577194289398 43.64151495201191, -79.38580936587387 43.64150730720358, -79.3858199403986 43.64153441636839, -79.38578251741872 43.64154206117328))"
915,ts,"POLYGON ((-79.38577194289398 43.64151495201191, -79.38576136836919 43.64148784283832, -79.38579879134905 43.64148019802654, -79.38580936587387 43.64150730720358, -79.38577194289398 43.64151495201191))"
917,ts,"POLYGON ((-79.38576136836919 43.64148784283832, -79.38575079384442 43.6414607336525, -79.38578821682431 43.64145308883727, -79.38579879134905 43.64148019802654, -79.38576136836919 43.64148784283832))"
919,ts,"POLYGON ((-79.38575079384442 43.6414607336525, -79.38574021931964 43.64143362445444, -79.38577764229953 43.64142597963576, -79.38578821682431 43.64145308883727, -79.38575079384442 43.6414607336525))"
1004,ts,"POLYGON ((-79.38586223849774 43.64164285290531, -79.38585166397294 43.64161574378943, -79.38588908695286 43.64160809899393, -79.38589966147759 43.64163520811326, -79.38586223849774 43.64164285290531))"
1006,ts,"POLYGON ((-79.38585166397294 43.64161574378943, -79.38584108944816 43.64158863466132, -79.38587851242806 43.64158098986238, -79.38588908695286 43.64160809899393, -79.38585166397294 43.64161574378943))"
1008,ts,"POLYGON ((-79.38584108944816 43.64158863466132, -79.3858305149234 43.64156152552098, -79.38586793790328 43.64155388071857, -79.38587851242806 43.64158098986238, -79.38584108944816 43.64158863466132))"
1010,ts,"POLYGON ((-79.3858305149234 43.64156152552098, -79.38581994039862 43.64153441636839, -79.38585736337851 43.64152677156255, -79.38586793790328 43.64155388071857, -79.3858305149234 43.64156152552098))"
1012,ts,"POLYGON ((-79.38581994039862 43.64153441636839, -79.38580936587388 43.64150730720359, -79.38584678885375 43.64149966239429, -79.38585736337851 43.64152677156255, -79.38581994039862 43.64153441636839))"
1014,ts,"POLYGON ((-79.38580936587388 43.64150730720359, -79.38579879134909 43.64148019802655, -79.38583621432895 43.6414725532138, -79.38584678885375 43.64149966239429, -79.38580936587388 43.64150730720359))"
901,ts,"POLYGON ((-79.38584596456735 43.64170471588455, -79.38583539004257 43.64167760679658, -79.3858728130225 43.64166996200896, -79.38588338754724 43.64169707110037, -79.38584596456735 43.64170471588455))"
1007,ts,"POLYGON ((-79.38592666884348 43.6415988894245, -79.3859160943187 43.64157178028879, -79.3859535172986 43.6415641354877, -79.3859640918234 43.64159124462686, -79.38592666884348 43.6415988894245))"
1013,ts,"POLYGON ((-79.38589494526916 43.64151756198065, -79.38588437074442 43.64149045280824, -79.38592179372431 43.64148280799679, -79.38593236824904 43.64150991717266, -79.38589494526916 43.64151756198065))"
1015,ts,"POLYGON ((-79.38588437074442 43.64149045280824, -79.38587379621963 43.64146334362359, -79.38591121919949 43.64145569880868, -79.38592179372431 43.64148280799679, -79.38588437074442 43.64149045280824))"
1017,ts,"POLYGON ((-79.38587379621963 43.64146334362359, -79.38586322169486 43.64143623442671, -79.38590064467475 43.64142858960837, -79.38591121919949 43.64145569880868, -79.38587379621963 43.64146334362359))"
1019,ts,"POLYGON ((-79.38586322169486 43.64143623442671, -79.38585264717008 43.64140912521759, -79.38589007014998 43.64140148039581, -79.38590064467475 43.64142858960837, -79.38586322169486 43.64143623442671))"
1106,ts,"POLYGON ((-79.38596409182338 43.64159124462685, -79.3859535172986 43.6415641354877, -79.3859909402785 43.64155649068562, -79.3860015148033 43.64158359982824, -79.38596409182338 43.64159124462685))"
1108,ts,"POLYGON ((-79.3859535172986 43.6415641354877, -79.38594294277384 43.64153702633629, -79.38598036575372 43.64152938153077, -79.3859909402785 43.64155649068562, -79.3859535172986 43.6415641354877))"
1110,ts,"POLYGON ((-79.38594294277384 43.64153702633629, -79.38593236824906 43.64150991717266, -79.38596979122894 43.64150227236369, -79.38598036575372 43.64152938153077, -79.38594294277384 43.64153702633629))"
1112,ts,"POLYGON ((-79.38593236824906 43.64150991717266, -79.38592179372432 43.64148280799679, -79.38595921670421 43.64147516318437, -79.38596979122894 43.64150227236369, -79.38593236824906 43.64150991717266))"
1111,ts,"POLYGON ((-79.38601575042867 43.64152204522698, -79.38600517590393 43.64149493605658, -79.38604259888382 43.6414872912457, -79.38605317340857 43.64151440041956, -79.38601575042867 43.64152204522698))"
1113,ts,"POLYGON ((-79.38600517590393 43.64149493605658, -79.38599460137914 43.64146782687396, -79.38603202435901 43.64146018205963, -79.38604259888382 43.6414872912457, -79.38600517590393 43.64149493605658))"
1115,ts,"POLYGON ((-79.38599460137914 43.64146782687396, -79.38598402685439 43.64144071767911, -79.38602144983427 43.64143307286133, -79.38603202435901 43.64146018205963, -79.38599460137914 43.64146782687396))"
1117,ts,"POLYGON ((-79.38598402685439 43.64144071767911, -79.38597345232959 43.64141360847201, -79.38601087530949 43.6414059636508, -79.38602144983427 43.64143307286133, -79.38598402685439 43.64144071767911))"
1202,ts,"POLYGON ((-79.38609547150769 43.64162283699259, -79.38608489698291 43.64159572786768, -79.38612231996282 43.64158808306964, -79.38613289448756 43.641615192198, -79.38609547150769 43.64162283699259))"
1204,ts,"POLYGON ((-79.38608489698291 43.64159572786768, -79.38607432245813 43.64156861873054, -79.38611174543803 43.64156097392905, -79.38612231996282 43.64158808306964, -79.38608489698291 43.64159572786768))"
1210,ts,"POLYGON ((-79.38605317340857 43.64151440041956, -79.38604259888383 43.64148729124571, -79.38608002186371 43.64147964643387, -79.38609059638846 43.64150675561116, -79.38605317340857 43.64151440041956))"
1216,ts,"POLYGON ((-79.38602144983429 43.64143307286133, -79.38601087530949 43.6414059636508, -79.3860482982894 43.6413983188286, -79.38605887281416 43.6414254280426, -79.38602144983429 43.64143307286133))"
803,ts,"POLYGON ((-79.38572173074787 43.64170009008145, -79.38571115622308 43.64167298099139, -79.385748579203 43.64166533620319, -79.38575915372773 43.64169244529668, -79.38572173074787 43.64170009008145))"
805,ts,"POLYGON ((-79.38571115622308 43.64167298099139, -79.3857005816983 43.64164587188912, -79.3857380046782 43.64163822709745, -79.385748579203 43.64166533620319, -79.38571115622308 43.64167298099139))"
807,ts,"POLYGON ((-79.3857005816983 43.64164587188912, -79.38569000717354 43.6416187627746, -79.38572743015342 43.64161111797947, -79.3857380046782 43.64163822709745, -79.3857005816983 43.64164587188912))"
809,ts,"POLYGON ((-79.38569000717354 43.6416187627746, -79.38567943264876 43.64159165364784, -79.38571685562864 43.64158400884928, -79.38572743015342 43.64161111797947, -79.38569000717354 43.6416187627746))"
811,ts,"POLYGON ((-79.38567943264876 43.64159165364784, -79.38566885812402 43.64156454450886, -79.38570628110389 43.64155689970684, -79.38571685562864 43.64158400884928, -79.38567943264876 43.64159165364784))"
902,ts,"POLYGON ((-79.38575915372778 43.64169244529668, -79.38574857920298 43.64166533620318, -79.3857860021829 43.641657691414, -79.38579657670763 43.64168480051094, -79.38575915372778 43.64169244529668))"
908,ts,"POLYGON ((-79.38572743015344 43.64161111797948, -79.38571685562866 43.64158400884928, -79.38575427860854 43.64157636404974, -79.38576485313332 43.64160347318339, -79.38572743015344 43.64161111797948))"
910,ts,"POLYGON ((-79.38571685562866 43.64158400884928, -79.38570628110392 43.64155689970684, -79.38574370408379 43.64154925490385, -79.38575427860854 43.64157636404974, -79.38571685562866 43.64158400884928))"
1407,ts,"POLYGON ((-79.38637304435473 43.64150811271446, -79.38636246982993 43.64148100353778, -79.38639989280985 43.64147335872514, -79.38641046733458 43.64150046790527, -79.38637304435473 43.64150811271446))"
1409,ts,"POLYGON ((-79.38636246982993 43.64148100353778, -79.38635189530515 43.64145389434888, -79.38638931828505 43.64144624953278, -79.38639989280985 43.64147335872514, -79.38636246982993 43.64148100353778))"
1411,ts,"POLYGON ((-79.38635189530515 43.64145389434888, -79.3863413207804 43.64142678514773, -79.38637874376029 43.64141914032818, -79.38638931828505 43.64144624953278, -79.38635189530515 43.64145389434888))"
1403,ts,"POLYGON ((-79.38639419340426 43.64156233103112, -79.38638361887946 43.6415352218789, -79.38642104185938 43.64152757707316, -79.38643161638413 43.64155468622882, -79.38639419340426 43.64156233103112))"
1405,ts,"POLYGON ((-79.38638361887946 43.6415352218789, -79.38637304435468 43.64150811271446, -79.38641046733458 43.64150046790527, -79.38642104185938 43.64152757707316, -79.38638361887946 43.6415352218789))"
1415,ts,"POLYGON ((-79.38633035276253 43.64140093406083, -79.38631977823773 43.64137382483579, -79.38635720121765 43.64136618000952, -79.3863677757424 43.641393289238, -79.38633035276253 43.64140093406083))"
1417,ts,"POLYGON ((-79.38631977823773 43.64137382483579, -79.38630920371295 43.64134671559852, -79.38634662669286 43.64133907076879, -79.38635720121765 43.64136618000952, -79.38631977823773 43.64137382483579))"
405,ts,"POLYGON ((-79.38525436748046 43.64173814991878, -79.38524379295568 43.64171104084591, -79.38528121593558 43.64170339606253, -79.38529179046037 43.64173050513886, -79.38530236498511 43.64175761420295, -79.38526494200525 43.64176525897943, -79.38525436748046 43.64173814991878))"
401,ts,"POLYGON ((-79.38527573795183 43.64179293566888, -79.38526516342705 43.64176582662073, -79.38530258640695 43.64175818184432, -79.38531316093176 43.64178529089592, -79.3853237354565 43.6418123999353, -79.38528631247664 43.64182004470481, -79.38527573795183 43.64179293566888))"
504,ts,"POLYGON ((-79.38532921344027 43.64172286035797, -79.38533978796501 43.6417499694255, -79.38530236498515 43.64175761420295, -79.38529179046034 43.64173050513885, -79.38528121593558 43.64170339606253, -79.38531863891548 43.64169575127818, -79.38532921344027 43.64172286035797))"
409,ts,"POLYGON ((-79.38523321843093 43.6416839317608, -79.38522264390613 43.64165682266345, -79.385260066886 43.64164917787317, -79.38527064141081 43.64167628697396, -79.38528121593558 43.64170339606253, -79.38524379295568 43.64171104084591, -79.38523321843093 43.6416839317608))"
509,ts,"POLYGON ((-79.3853839696137 43.64165291390361, -79.38539454413848 43.64168002300272, -79.38535712115861 43.64168766778908, -79.38534654663383 43.64166055869341, -79.38533597210908 43.64163344958552, -79.38537339508896 43.64162580479227, -79.3853839696137 43.64165291390361))"
608,ts,"POLYGON ((-79.3854213925936 43.64164526911285, -79.38543196711838 43.6416723782154, -79.38539454413851 43.64168002300272, -79.38538396961371 43.64165291390361, -79.38537339508898 43.64162580479228, -79.38541081806886 43.64161815999805, -79.3854213925936 43.64164526911285))"
712,ts,"POLYGON ((-79.38551110183904 43.64156931135341, -79.38552167636379 43.64159642049025, -79.38548425338391 43.64160406528724, -79.38547367885917 43.64157695615386, -79.38546310433438 43.64154984700825, -79.38550052731424 43.64154220220435, -79.38551110183904 43.64156931135341))"
617,ts,"POLYGON ((-79.38541510682971 43.64153038265675, -79.38540453230493 43.64150327349012, -79.38544195528483 43.64149562868031, -79.3854525298096 43.64152273785039, -79.38546310433433 43.64154984700824, -79.38542568135448 43.64155749181116, -79.38541510682971 43.64153038265675))"
705,ts,"POLYGON ((-79.38562683214832 43.64166141677109, -79.38563740667306 43.64168852586635, -79.3855999836932 43.64169617065162, -79.3855894091684 43.6416690615598, -79.38557883464364 43.64164195245574, -79.38561625762354 43.64163430766359, -79.38562683214832 43.64166141677109))"
804,ts,"POLYGON ((-79.38566425512822 43.6416537719814, -79.38567482965296 43.64168088108011, -79.3856374066731 43.64168852586635, -79.3856268321483 43.64166141677108, -79.38561625762354 43.64163430766359, -79.38565368060344 43.64162666287044, -79.38566425512822 43.6416537719814))"
810,ts,"POLYGON ((-79.38563253155387 43.64157244461183, -79.38564310607866 43.64159955374725, -79.38560568309877 43.64160719854384, -79.38559510857398 43.64158008941187, -79.38558453404924 43.64155298026768, -79.38562195702913 43.64154533546418, -79.38563253155387 43.64157244461183))"
713,ts,"POLYGON ((-79.38558453404923 43.64155298026766, -79.38559510857397 43.64158008941187, -79.38555768559408 43.64158773421094, -79.38554711106934 43.64156062507018, -79.38553653654455 43.64153351591721, -79.38557395952442 43.64152587111123, -79.38558453404923 43.64155298026766))"
904,ts,"POLYGON ((-79.3857380046782 43.64163822709745, -79.38572743015344 43.64161111797948, -79.38576485313332 43.64160347318339, -79.3857754276581 43.64163058230481, -79.3857860021829 43.641657691414, -79.38574857920298 43.64166533620318, -79.3857380046782 43.64163822709745))"
815,ts,"POLYGON ((-79.38564795837193 43.64150978867372, -79.38563738384715 43.6414826794978, -79.38567480682705 43.64147503468537, -79.38568538135185 43.64150214386474, -79.38569595587659 43.64152925303188, -79.38565853289673 43.6415368978374, -79.38564795837193 43.64150978867372))"
914,ts,"POLYGON ((-79.38572280433175 43.64149449905479, -79.38573337885649 43.64152160822537, -79.38569595587663 43.64152925303188, -79.38568538135183 43.64150214386473, -79.38567480682705 43.64147503468537, -79.38571222980696 43.64146738987196, -79.38572280433175 43.64149449905479))"
907,ts,"POLYGON ((-79.38584108944816 43.64158863466132, -79.38585166397296 43.64161574378944, -79.38581424099304 43.64162338858396, -79.38580366646826 43.6415962794593, -79.3857930919435 43.64156917032241, -79.38583051492338 43.64156152552097, -79.38584108944816 43.64158863466132))"
1016,ts,"POLYGON ((-79.38578821682432 43.64145308883727, -79.38577764229953 43.64142597963576, -79.38581506527943 43.64141833481612, -79.38582563980421 43.64144544402108, -79.38583621432895 43.6414725532138, -79.38579879134909 43.64148019802655, -79.38578821682432 43.64145308883727))"
903,ts,"POLYGON ((-79.38582481551784 43.64165049769638, -79.38581424099304 43.64162338858396, -79.38585166397296 43.64161574378944, -79.38586223849769 43.64164285290531, -79.3858728130225 43.64166996200896, -79.38583539004257 43.64167760679658, -79.38582481551779 43.64165049769639, -79.38582481551784 43.64165049769638))"
1000,ts,"POLYGON ((-79.38587281302247 43.64166996200895, -79.38586223849769 43.64164285290531, -79.38589966147759 43.64163520811326, -79.38591023600239 43.64166231722036, -79.38592081052714 43.64168942631522, -79.38588338754725 43.64169707110037, -79.38587281302247 43.64166996200895))"
1001,ts,"POLYGON ((-79.38598524087294 43.6416454628685, -79.38599581539768 43.64167257197096, -79.38595839241781 43.64168021675825, -79.38594781789301 43.64165310765923, -79.38593724336825 43.64162599854798, -79.38597466634813 43.64161835375379, -79.38598524087294 43.6416454628685))"
1100,ts,"POLYGON ((-79.38598524087291 43.64164546286849, -79.38597466634813 43.64161835375379, -79.38601208932803 43.64161070895862, -79.38602266385284 43.64163781807677, -79.38603323837758 43.64166492718269, -79.38599581539771 43.64167257197096, -79.38598524087291 43.64164546286849))"
1009,ts,"POLYGON ((-79.38590551979395 43.64154467114084, -79.38589494526916 43.64151756198065, -79.38593236824904 43.64150991717266, -79.38594294277384 43.64153702633628, -79.3859535172986 43.6415641354877, -79.3859160943187 43.64157178028879, -79.38590551979395 43.64154467114084))"
1114,ts,"POLYGON ((-79.38590064467476 43.64142858960837, -79.38589007014998 43.64140148039581, -79.38592749312987 43.64139383557304, -79.38593806765465 43.64142094478905, -79.38594864217939 43.64144805399282, -79.38595921670421 43.64147516318437, -79.38592179372432 43.64148280799679, -79.38591121919953 43.64145569880871, -79.38590064467476 43.64142858960837))"
1212,ts,"POLYGON ((-79.38603202435904 43.64146018205965, -79.38602144983429 43.64143307286133, -79.38605887281416 43.6414254280426, -79.38606944733891 43.64145253724433, -79.38608002186371 43.64147964643387, -79.38604259888383 43.64148729124571, -79.38603202435904 43.64146018205965))"
1107,ts,"POLYGON ((-79.38606374793335 43.64154150958116, -79.38607432245813 43.64156861873054, -79.38603689947823 43.64157626353106, -79.38602632495346 43.64154915438514, -79.38601575042867 43.64152204522698, -79.38605317340857 43.64151440041956, -79.38606374793335 43.64154150958116))"
1206,ts,"POLYGON ((-79.38606374793336 43.64154150958116, -79.38605317340857 43.64151440041956, -79.38609059638846 43.64150675561116, -79.38610117091325 43.64153386477621, -79.38611174543803 43.64156097392905, -79.38607432245813 43.64156861873054, -79.38606374793336 43.64154150958116))"
1103,ts,"POLYGON ((-79.38604747400301 43.64160337266475, -79.38603689947823 43.64157626353106, -79.38607432245813 43.64156861873054, -79.38608489698292 43.64159572786769, -79.38609547150766 43.64162283699259, -79.38605804852779 43.64163048178622, -79.38604747400301 43.64160337266475))"
1215,ts,"POLYGON ((-79.38615051803971 43.64135012381374, -79.38618189668583 43.64143086299375, -79.38610755504921 43.64144599397061, -79.38607617640308 43.64136525481093, -79.38615051803971 43.64135012381374))"
1302,ts,"POLYGON ((-79.38623408171517 43.64156512933932, -79.38624465623997 43.64159223847803, -79.38620723326005 43.64159988327555, -79.38619665873527 43.64157277414028, -79.3861966587353 43.64157277414028, -79.38618608421051 43.64154566499278, -79.38622350719042 43.64153802018837, -79.38623408171517 43.64156512933932))"
1203,ts,"POLYGON ((-79.3861592357554 43.64158041894026, -79.38614866123061 43.64155330979622, -79.38618608421052 43.64154566499279, -79.38619665873527 43.64157277414028, -79.38620723326007 43.64159988327555, -79.38616981028015 43.64160752807209, -79.38615923575537 43.64158041894027, -79.3861592357554 43.64158041894026))"
1209,ts,"POLYGON ((-79.38619320640132 43.64145760518176, -79.38621487605403 43.64151174448305, -79.38614001815604 43.64152743584525, -79.38611834850333 43.6414732965581, -79.38619320640132 43.64145760518176))"
1315,ts,"POLYGON ((-79.38626290168565 43.64132721715796, -79.38629428033177 43.64140795636875, -79.38621993869513 43.64142308735137, -79.38618856004902 43.64134234816091, -79.38626290168565 43.64132721715796))"
1303,ts,"POLYGON ((-79.38630446072555 43.64143500212055, -79.3863566070947 43.64156917767579, -79.38628226545808 43.64158430861779, -79.38623011908894 43.64145013309636, -79.38630446072555 43.64143500212055))"
441,ts,"POLYGON ((-79.38507389589756 43.64127898140993, -79.38506332137281 43.64125187212986, -79.38510074435267 43.64124422728806, -79.38511131887742 43.64127133657157, -79.38507389589756 43.64127898140993))"
453,ts,"POLYGON ((-79.38501044874894 43.64111632554604, -79.38499987422415 43.64108921619258, -79.38503729720402 43.64108157133008, -79.38504787172883 43.64110868068699, -79.38501044874894 43.64111632554604))"
437,ts,"POLYGON ((-79.3851218934022 43.64129844584286, -79.38513246792694 43.6413255551019, -79.38509504494706 43.64133319993337, -79.38508447042231 43.64130609067776, -79.38507389589753 43.64127898140992, -79.38511131887742 43.64127133657157, -79.3851218934022 43.64129844584286))"
443,ts,"POLYGON ((-79.385052746848 43.64122476283755, -79.38504217232324 43.64119765353303, -79.38507959530313 43.64119000868433, -79.38509016982793 43.64121711799232, -79.38510074435267 43.64124422728806, -79.38506332137281 43.64125187212986, -79.385052746848 43.64122476283755))"
