booth_no,type,geometry
2441,ix,"POLYGON ((-79.38462836079594 43.64219049707891, -79.38461778627118 43.64216338821014, -79.38465520925106 43.64215574348432, -79.38466578377584 43.64218285235654, -79.38462836079594 43.64219049707891))"
2443,ix,"POLYGON ((-79.38461778627118 43.64216338821014, -79.38460721174638 43.64213627932914, -79.38464463472627 43.64212863459987, -79.38465520925106 43.64215574348432, -79.38461778627118 43.64216338821014))"
2445,ix,"POLYGON ((-79.38460721174638 43.64213627932914, -79.38459663722165 43.64210917043591, -79.38463406020153 43.64210152570318, -79.38464463472627 43.64212863459987, -79.38460721174638 43.64213627932914))"
2447,ix,"POLYGON ((-79.38459663722165 43.64210917043591, -79.38458606269687 43.64208206153044, -79.38462348567673 43.64207441679427, -79.38463406020153 43.64210152570318, -79.38459663722165 43.64210917043591))"
2449,ix,"POLYGON ((-79.38458606269687 43.64208206153044, -79.3845754881721 43.64205495261274, -79.38461291115199 43.64204730787313, -79.38462348567673 43.64207441679427, -79.38458606269687 43.64208206153044))"
2451,ix,"POLYGON ((-79.3845754881721 43.64205495261274, -79.38456491364731 43.6420278436828, -79.38460233662721 43.64202019893975, -79.38461291115199 43.64204730787313, -79.3845754881721 43.64205495261274))"
2840,ix,"POLYGON ((-79.38447881426301 43.6422209980642, -79.38446823973824 43.6421938892092, -79.38450566271814 43.64218624448726, -79.38451623724291 43.64221335334571, -79.38447881426301 43.6422209980642))"
2842,ix,"POLYGON ((-79.38446823973824 43.6421938892092, -79.38445766521346 43.64216678034195, -79.38449508819335 43.64215913561657, -79.38450566271814 43.64218624448726, -79.38446823973824 43.6421938892092))"
2844,ix,"POLYGON ((-79.38445766521346 43.64216678034195, -79.38444709068872 43.64213967146248, -79.3844845136686 43.64213202673365, -79.38449508819335 43.64215913561657, -79.38445766521346 43.64216678034195))"
2846,ix,"POLYGON ((-79.38444709068872 43.64213967146248, -79.38443651616392 43.64211256257078, -79.38447393914379 43.64210491783849, -79.3844845136686 43.64213202673365, -79.38444709068872 43.64213967146248))"
2848,ix,"POLYGON ((-79.38443651616392 43.64211256257078, -79.38442594163917 43.64208545366684, -79.38446336461905 43.64207780893111, -79.38447393914379 43.64210491783849, -79.38443651616392 43.64211256257078))"
2850,ix,"POLYGON ((-79.38442594163917 43.64208545366684, -79.38441536711439 43.64205834475067, -79.38445279009429 43.6420507000115, -79.38446336461905 43.64207780893111, -79.38442594163917 43.64208545366684))"
2641,ix,"POLYGON ((-79.38451623724291 43.64221335334571, -79.38450566271814 43.64218624448726, -79.38454308569803 43.64217859976435, -79.38455366022281 43.64220570862626, -79.38451623724291 43.64221335334571))"
2643,ix,"POLYGON ((-79.38450566271814 43.64218624448726, -79.38449508819336 43.64215913561657, -79.38453251117323 43.64215149089021, -79.38454308569803 43.64217859976435, -79.38450566271814 43.64218624448726))"
2645,ix,"POLYGON ((-79.38449508819336 43.64215913561657, -79.38448451366862 43.64213202673366, -79.3845219366485 43.64212438200384, -79.38453251117323 43.64215149089021, -79.38449508819336 43.64215913561657))"
2647,ix,"POLYGON ((-79.38448451366862 43.64213202673366, -79.38447393914382 43.6421049178385, -79.38451136212369 43.64209727310524, -79.3845219366485 43.64212438200384, -79.38448451366862 43.64213202673366))"
2649,ix,"POLYGON ((-79.38447393914382 43.6421049178385, -79.38446336461907 43.64207780893111, -79.38450078759894 43.64207016419441, -79.38451136212369 43.64209727310524, -79.38447393914382 43.6421049178385))"
2651,ix,"POLYGON ((-79.38446336461907 43.64207780893111, -79.38445279009429 43.6420507000115, -79.38449021307417 43.64204305527134, -79.38450078759894 43.64207016419441, -79.38446336461907 43.64207780893111))"
3040,ix,"POLYGON ((-79.38436575308425 43.64224404545327, -79.38435517855949 43.64221693660867, -79.38439260153937 43.64220929188966, -79.38440317606415 43.64223640073772, -79.38436575308425 43.64224404545327))"
3042,ix,"POLYGON ((-79.38435517855949 43.64221693660867, -79.38434460403469 43.64218982775183, -79.38438202701458 43.64218218302938, -79.38439260153937 43.64220929188966, -79.38435517855949 43.64221693660867))"
3044,ix,"POLYGON ((-79.38434460403469 43.64218982775183, -79.38433402950996 43.64216271888275, -79.38437145248983 43.64215507415685, -79.38438202701458 43.64218218302938, -79.38434460403469 43.64218982775183))"
3046,ix,"POLYGON ((-79.38433402950996 43.64216271888275, -79.38432345498518 43.64213561000146, -79.38436087796504 43.6421279652721, -79.38437145248983 43.64215507415685, -79.38433402950996 43.64216271888275))"
3048,ix,"POLYGON ((-79.38432345498518 43.64213561000146, -79.38431288046041 43.64210850110791, -79.3843503034403 43.64210085637512, -79.38436087796504 43.6421279652721, -79.38432345498518 43.64213561000146))"
3050,ix,"POLYGON ((-79.38431288046041 43.64210850110791, -79.38430230593562 43.64208139220215, -79.38433972891552 43.6420737474659, -79.3843503034403 43.64210085637512, -79.38431288046041 43.64210850110791))"
2841,ix,"POLYGON ((-79.38440317606415 43.64223640073772, -79.38439260153939 43.64220929188967, -79.38443002451928 43.64220164716969, -79.38444059904405 43.6422287560212, -79.38440317606415 43.64223640073772))"
2843,ix,"POLYGON ((-79.38439260153939 43.64220929188967, -79.3843820270146 43.64218218302938, -79.38441944999448 43.64217453830595, -79.38443002451928 43.64220164716969, -79.38439260153939 43.64220929188967))"
2845,ix,"POLYGON ((-79.3843820270146 43.64218218302938, -79.38437145248986 43.64215507415685, -79.38440887546973 43.64214742942998, -79.38441944999448 43.64217453830595, -79.3843820270146 43.64218218302938))"
2847,ix,"POLYGON ((-79.38437145248986 43.64215507415685, -79.38436087796507 43.64212796527211, -79.38439830094494 43.64212032054178, -79.38440887546973 43.64214742942998, -79.38437145248986 43.64215507415685))"
3240,ix,"POLYGON ((-79.38425372226344 43.64226688279636, -79.38424314773869 43.64223977396207, -79.38428057071857 43.64223212924597, -79.38429114524332 43.64225923808372, -79.38425372226344 43.64226688279636))"
3242,ix,"POLYGON ((-79.38424314773869 43.64223977396207, -79.38423257321389 43.64221266511553, -79.38426999619377 43.64220502039598, -79.38428057071857 43.64223212924597, -79.38424314773869 43.64223977396207))"
3244,ix,"POLYGON ((-79.38423257321389 43.64221266511553, -79.38422199868916 43.64218555625676, -79.38425942166903 43.64217791153376, -79.38426999619377 43.64220502039598, -79.38423257321389 43.64221266511553))"
3250,ix,"POLYGON ((-79.3842008496396 43.64213133850254, -79.38419027511482 43.64210422960707, -79.3842276980947 43.64209658487373, -79.38423827261947 43.64212369377264, -79.3842008496396 43.64213133850254))"
3045,ix,"POLYGON ((-79.38426999619379 43.64220502039598, -79.38425942166904 43.64217791153377, -79.38429684464893 43.6421702668098, -79.38430741917367 43.64219737567547, -79.38426999619379 43.64220502039598))"
3047,ix,"POLYGON ((-79.38425942166904 43.64217791153377, -79.38424884714425 43.64215080265932, -79.38428627012412 43.6421431579319, -79.38429684464893 43.6421702668098, -79.38425942166904 43.64217791153377))"
2849,ix,"POLYGON ((-79.38435030344031 43.64210085637512, -79.38433972891552 43.6420737474659, -79.38437715189542 43.64206610272868, -79.3843877264202 43.64209321164135, -79.38439830094494 43.64212032054178, -79.38436087796507 43.64212796527211, -79.38435030344031 43.64210085637512))"
3049,ix,"POLYGON ((-79.38427569559937 43.64211604904177, -79.38428627012412 43.6421431579319, -79.38424884714425 43.64215080265932, -79.3842382726195 43.64212369377264, -79.3842276980947 43.64209658487373, -79.38426512107461 43.64208894013942, -79.38427569559937 43.64211604904177))"
3246,ix,"POLYGON ((-79.38424884714422 43.64215080265932, -79.38425942166903 43.64217791153376, -79.38422199868916 43.64218555625676, -79.38421142416435 43.64215844738577, -79.3842008496396 43.64213133850254, -79.38423827261947 43.64212369377264, -79.38424884714422 43.64215080265932))"
3041,ix,"POLYGON ((-79.38431799369847 43.6422244845289, -79.38432856822322 43.6422515933701, -79.38429114524332 43.64225923808372, -79.38428057071859 43.64223212924597, -79.38426999619379 43.64220502039598, -79.38430741917367 43.64219737567547, -79.38431799369847 43.6422244845289))"
2828,ix,"POLYGON ((-79.3845416727695 43.6423818817347, -79.38453109824472 43.64235477295228, -79.38456852122461 43.64234712825082, -79.38457909574939 43.64237423703668, -79.3845416727695 43.6423818817347))"
2830,ix,"POLYGON ((-79.38453109824472 43.64235477295228, -79.38452052371997 43.64232766415764, -79.38455794669986 43.64232001945272, -79.38456852122461 43.64234712825082, -79.38453109824472 43.64235477295228))"
2832,ix,"POLYGON ((-79.38452052371997 43.64232766415764, -79.38450994919519 43.64230055535077, -79.38454737217505 43.6422929106424, -79.38455794669986 43.64232001945272, -79.38452052371997 43.64232766415764))"
2834,ix,"POLYGON ((-79.38450994919519 43.64230055535077, -79.38449937467043 43.64227344653166, -79.38453679765031 43.64226580181985, -79.38454737217505 43.6422929106424, -79.38450994919519 43.64230055535077))"
2836,ix,"POLYGON ((-79.38449937467043 43.64227344653166, -79.38448880014563 43.64224633770032, -79.38452622312553 43.64223869298505, -79.38453679765031 43.64226580181985, -79.38449937467043 43.64227344653166))"
2629,ix,"POLYGON ((-79.3845790957494 43.64237423703668, -79.38456852122461 43.64234712825082, -79.38460594420449 43.64233948354838, -79.38461651872929 43.64236659233769, -79.3845790957494 43.64237423703668))"
2631,ix,"POLYGON ((-79.38456852122461 43.64234712825082, -79.38455794669987 43.64232001945273, -79.38459536967976 43.64231237474684, -79.38460594420449 43.64233948354838, -79.38456852122461 43.64234712825082))"
2633,ix,"POLYGON ((-79.38455794669987 43.64232001945273, -79.38454737217508 43.64229291064241, -79.38458479515495 43.64228526593306, -79.38459536967976 43.64231237474684, -79.38455794669987 43.64232001945273))"
2635,ix,"POLYGON ((-79.38454737217508 43.64229291064241, -79.38453679765033 43.64226580181985, -79.38457422063021 43.64225815710707, -79.38458479515495 43.64228526593306, -79.38454737217508 43.64229291064241))"
2637,ix,"POLYGON ((-79.38453679765033 43.64226580181985, -79.38452622312553 43.64223869298505, -79.38456364610543 43.64223104826883, -79.38457422063021 43.64225815710707, -79.38453679765033 43.64226580181985))"
3032,ix,"POLYGON ((-79.38440811125849 43.6423506593642, -79.3843975367337 43.6423235505677, -79.38443495971357 43.64231590586225, -79.38444553423837 43.6423430146622, -79.38440811125849 43.6423506593642))"
3034,ix,"POLYGON ((-79.3843975367337 43.6423235505677, -79.38438696220895 43.64229644175896, -79.38442438518884 43.64228879705009, -79.38443495971357 43.64231590586225, -79.3843975367337 43.6423235505677))"
3036,ix,"POLYGON ((-79.38438696220895 43.64229644175896, -79.38437638768416 43.642269332938, -79.38441381066406 43.64226168822567, -79.38442438518884 43.64228879705009, -79.38438696220895 43.64229644175896))"
2829,ix,"POLYGON ((-79.38446668328793 43.64239723222541, -79.38445610876313 43.64237012344992, -79.38449353174302 43.64236247875042, -79.38450410626781 43.64238958752935, -79.38446668328793 43.64239723222541))"
2831,ix,"POLYGON ((-79.38445610876313 43.64237012344992, -79.3844455342384 43.64234301466221, -79.38448295721827 43.64233536995925, -79.38449353174302 43.64236247875042, -79.38445610876313 43.64237012344992))"
2833,ix,"POLYGON ((-79.3844455342384 43.64234301466221, -79.3844349597136 43.64231590586228, -79.38447238269347 43.64230826115585, -79.38448295721827 43.64233536995925, -79.3844455342384 43.64234301466221))"
2835,ix,"POLYGON ((-79.3844349597136 43.64231590586228, -79.38442438518885 43.64228879705009, -79.38446180816872 43.64228115234022, -79.38447238269347 43.64230826115585, -79.3844349597136 43.64231590586228))"
2837,ix,"POLYGON ((-79.38442438518885 43.64228879705009, -79.38441381066406 43.64226168822567, -79.38445123364396 43.64225404351236, -79.38446180816872 43.64228115234022, -79.38442438518885 43.64228879705009))"
3232,ix,"POLYGON ((-79.38429644553169 43.64237350180924, -79.38428587100691 43.64234639302305, -79.38432329398677 43.64233874832051, -79.38433386851158 43.64236585711015, -79.38429644553169 43.64237350180924))"
3234,ix,"POLYGON ((-79.38428587100691 43.64234639302305, -79.38427529648214 43.64231928422463, -79.38431271946203 43.64231163951865, -79.38432329398677 43.64233874832051, -79.38428587100691 43.64234639302305))"
3236,ix,"POLYGON ((-79.38427529648214 43.64231928422463, -79.38426472195735 43.64229217541396, -79.38430214493725 43.64228453070454, -79.38431271946203 43.64231163951865, -79.38427529648214 43.64231928422463))"
3029,ix,"POLYGON ((-79.38435501756112 43.64242007465275, -79.38434444303633 43.64239296588757, -79.38438186601621 43.64238532119097, -79.38439244054101 43.64241242995959, -79.38435501756112 43.64242007465275))"
3031,ix,"POLYGON ((-79.38434444303633 43.64239296588757, -79.38433386851159 43.64236585711016, -79.38437129149146 43.64235821241011, -79.38438186601621 43.64238532119097, -79.38434444303633 43.64239296588757))"
3033,ix,"POLYGON ((-79.38433386851159 43.64236585711016, -79.38432329398681 43.64233874832052, -79.38436071696667 43.64233110361702, -79.38437129149146 43.64235821241011, -79.38433386851159 43.64236585711016))"
3035,ix,"POLYGON ((-79.38432329398681 43.64233874832052, -79.38431271946205 43.64231163951865, -79.38435014244193 43.6423039948117, -79.38436071696667 43.64233110361702, -79.38432329398681 43.64233874832052))"
3037,ix,"POLYGON ((-79.38431271946205 43.64231163951865, -79.38430214493725 43.64228453070454, -79.38433956791715 43.64227688599414, -79.38435014244193 43.6423039948117, -79.38431271946205 43.64231163951865))"
2628,ix,"POLYGON ((-79.38465386298851 43.64235893200221, -79.38464328846371 43.64233182320945, -79.38468071144361 43.64232417850507, -79.38469128596839 43.64235128730127, -79.38465386298851 43.64235893200221))"
2630,ix,"POLYGON ((-79.38464328846371 43.64233182320945, -79.38463271393897 43.64230471440445, -79.38467013691886 43.64229706969662, -79.38468071144361 43.64232417850507, -79.38464328846371 43.64233182320945))"
2632,ix,"POLYGON ((-79.38463271393897 43.64230471440445, -79.38462213941419 43.64227760558722, -79.38465956239405 43.64226996087594, -79.38467013691886 43.64229706969662, -79.38463271393897 43.64230471440445))"
2634,ix,"POLYGON ((-79.38462213941419 43.64227760558722, -79.38461156488943 43.64225049675775, -79.38464898786931 43.64224285204303, -79.38465956239405 43.64226996087594, -79.38462213941419 43.64227760558722))"
2636,ix,"POLYGON ((-79.38461156488943 43.64225049675775, -79.38460099036463 43.64222338791606, -79.38463841334453 43.64221574319788, -79.38464898786931 43.64224285204303, -79.38461156488943 43.64225049675775))"
2429,ix,"POLYGON ((-79.3846912859684 43.64235128730128, -79.38468071144361 43.64232417850507, -79.38471813442349 43.64231653379971, -79.38472870894829 43.64234364259937, -79.3846912859684 43.64235128730128))"
2431,ix,"POLYGON ((-79.38468071144361 43.64232417850507, -79.38467013691887 43.64229706969662, -79.38470755989876 43.64228942498781, -79.38471813442349 43.64231653379971, -79.38468071144361 43.64232417850507))"
2433,ix,"POLYGON ((-79.38467013691887 43.64229706969662, -79.38465956239409 43.64226996087595, -79.38469698537395 43.64226231616368, -79.38470755989876 43.64228942498781, -79.38467013691887 43.64229706969662))"
2435,ix,"POLYGON ((-79.38465956239409 43.64226996087595, -79.38464898786933 43.64224285204303, -79.38468641084921 43.64223520732732, -79.38469698537395 43.64226231616368, -79.38465956239409 43.64226996087595))"
2437,ix,"POLYGON ((-79.38464898786933 43.64224285204303, -79.38463841334453 43.64221574319788, -79.38467583632443 43.64220809847873, -79.38468641084921 43.64223520732732, -79.38464898786933 43.64224285204303))"
2430,ix,"POLYGON ((-79.3847554942397 43.6423088702755, -79.38474491971496 43.64228176146014, -79.38478234269483 43.64227411674938, -79.38479291721957 43.64230122556819, -79.3847554942397 43.6423088702755))"
