id,booth,country,name,website
412,2944,"Congo, Democratic Republic Of",AJN Resources Inc.  ,http://www.ajnresources.com
413,2414A,"Congo, Democratic Republic Of",Ivanhoe Mines,http://www.ivanhoemines.com
414,2105,"Congo, Democratic Republic Of",MANAGEM Group,http://www.managemgroup.com
415,2708,Cote D'ivoire,Awale Resources Ltd.,http://www.awaleresources.com
416,2416A,Cote D'ivoire,High Power Exploration,http://www.hpxploration.com
417,2105,Cote D'ivoire,MANAGEM Group,http://www.managemgroup.com
418,2635,Cote D'ivoire,Roxgold Inc.,http://www.roxgold.com
419,2540,Cote D'ivoire,Teranga Gold Corporation,http://www.terangagold.com
420,"948, 2312",Cuba,Sherritt International Corporation,http://www.sherritt.com
421,2516,Dominican Republic,Energold Corp.,http://www.energold.com
422,2844,Dominican Republic,GoldQuest Mining Corp.,http://www.goldquestcorp.com
423,2912,Dominican Republic,Newmont Corporation,http://www.newmont.com
424,2440,Dominican Republic,Unigold Inc.,http://www.unigoldinc.com
425,2613B,Ecuador,Adventus Mining Corporation,http://www.adventusmining.com
426,2325,Ecuador,Anglo American,http://www.angloamerican.com
427,2905,Ecuador,Aurania Resources Ltd.,http://www.aurania.com
428,3123,Ecuador,BHP,http://www.bhp.com
429,2551,Ecuador,Cornerstone Capital Resources Inc.,http://www.cornerstoneresources.com
430,2704,Ecuador,"Lumina Group, The",http://www.luminagold.com
431,2515,Ecuador,Lundin Group ,http://www.thelundingroup.com
432,2350,Ecuador,Newcrest Mining Ltd.,http://www.newcrest.com.au
433,2945,Ecuador,Salazar Resources Limited,http://www.salazarresources.com
434,2745,Ecuador,SolGold,http://www.solgold.com.au
435,2752,Ecuador,Tempus Resources Limited,http://www.tempusresources.com.au
436,2105,Ethiopia,MANAGEM Group,http://www.managemgroup.com
437,2912,Ethiopia,Newmont Corporation,http://www.newmont.com
438,3138,Ethiopia,Sun Peak Metals,http://www.sunpeakmetals.com
439,3218,Fiji,Kalo Exploration Ltd,http://www.kaloexploration.com
440,3021,Fiji,Lion One Metals,http://www.liononemetals.com
441,2325,Finland,Anglo American,http://www.angloamerican.com
442,2103,Finland,Arctic Star Exploration Corp.,http://www.arcticstar.ca
443,2148,Finland,Centerra Gold Inc.,http://www.centerragold.com
444,3139,Finland,FireFox Gold Corp.,http://www.firefoxgold.com
445,2939,Finland,Mawson Resources Limited,http://www.mawsonresources.com
446,2552,Finland,Otso Gold Corp.,http://www.otsogold.com
447,2205,Finland,Palladium One,http://www.palladiumoneinc.com
448,2100,Finland,Rio Tinto,http://www.riotinto.com
449,2922,Finland,S2 Resources Ltd.,http://www.s2resources.com.au
450,3338,France,Columbus Gold Corp.,http://www.columbusgold.com
451,2515,France,Lundin Group ,http://www.thelundingroup.com
452,3338,French Guiana,Columbus Gold Corp.,http://www.columbusgold.com
453,2912,French Guiana,Newmont Corporation,http://www.newmont.com
454,2142,French Guiana,Reunion Gold Corporation,http://www.reuniongold.com
455,2105,Gabon,MANAGEM Group,http://www.managemgroup.com
456,2718,Germany,Globex Mining Enterprises Inc.,http://www.globexmining.com
457,3005,Germany,Panthera Resources Plc,http://www.pantheraresources.com
458,2418A,Ghana,Asante Gold Corporation,http://www.asantegold.com
459,3129,Ghana,Cardinal Resources Ltd.,http://www.cardinalresources.com.au
460,2305,Ghana,Golden Star Resources Limited,http://www.gsr.com
461,2913,Ghana,Kinross Gold Corporation,http://www.kinross.com
462,2532,Ghana,Moydow Resources Limited,http://www.moydow.com
463,2912,Ghana,Newmont Corporation,http://www.newmont.com
464,2237,Ghana,Pelangio Exploration Inc.,http://www.pelangio.com
465,2850,Ghana,Sandstorm Gold Royalties,http://www.sandstormgold.com
466,3141,Ghana,Wealth Minerals Ltd.,http://www.wealthminerals.com
467,2732,Greece,Eldorado Gold Corporation,http://www.eldoradogold.com
468,2311,Greece,Wheaton Precious Metals Corp.,http://www.wheatonpm.com
469,2325,Greenland,Anglo American,http://www.angloamerican.com
470,2648,Greenland,Hudson Resources Inc.,http://www.hudsonresourcesinc.com
471,3342,Greenland,Longland Resources Ltd,http://www.longlandresources.com
472,3212,Guinea,Artisanal Gold Council,http://www.artisanalgold.org
473,2105,Guinea,MANAGEM Group,http://www.managemgroup.com
474,2449,Guyana,Goldsource Mines Inc.,http://www.goldsourcemines.com
475,2142,Guyana,Reunion Gold Corporation,http://www.reuniongold.com
476,2643,Honduras,Ascendant Resources Inc.,http://www.ascendantresources.com
477,2850,Honduras,Sandstorm Gold Royalties,http://www.sandstormgold.com
478,3005,India,Panthera Resources Plc,http://www.pantheraresources.com
479,3212,Indonesia,Artisanal Gold Council,http://www.artisanalgold.org
480,2515,Iraq,Lundin Group ,http://www.thelundingroup.com
481,2435,Ireland,Altius Minerals Corp.,http://www.altiusminerals.com
482,3326,Ireland,Aurum Discovery,http://www.aurumdiscovery.com
483,2132,Ireland,Conroy Gold and Natural Resources plc,http://www.conroygold.com
484,2509,Ireland,Teck Resources Limited,http://www.teck.com
485,2711,Jamaica,Carube Copper Corp.,http://www.carubecopper.com
486,3310,Jamaica,Geophysx Jamaica Ltd,http://www.geophysx.com
487,2606,Japan,Japan Gold Corp.,http://www.japangold.com
488,2515,Japan,Lundin Group ,http://www.thelundingroup.com
489,2907,Kazakhstan,Aurora Minerals Group LLP,http://www.aurora.kz
490,3316,Kazakhstan,Globmine LLP,http://tks.kz
491,2100,Kazakhstan,Rio Tinto,http://www.riotinto.com
492,2515,Kenya,Lundin Group ,http://www.thelundingroup.com
493,2343,Kenya,Spirit Mining LLC,http://www.spiritmining.us
494,2907,Kyrgyzstan,Aurora Minerals Group LLP,http://www.aurora.kz
495,2148,Kyrgyzstan,Centerra Gold Inc.,http://www.centerragold.com
496,2100,Laos,Rio Tinto,http://www.riotinto.com
497,"948, 2312",Madagascar,Sherritt International Corporation,http://www.sherritt.com
498,3304,Malawi,Mkango Resources,http://www.mkango.ca
499,3050,Malaysia,Monument Mining Limited,http://www.monumentmining.com
500,2731,Mali,B2Gold Corp.,http://www.b2gold.com
501,2522,Mali,IAMGOLD Corporation,http://www.iamgold.com
502,2105,Mali,MANAGEM Group,http://www.managemgroup.com
503,2532,Mali,Moydow Resources Limited,http://www.moydow.com
504,3132,Mali,Roscan Gold Corporation,http://www.roscan.ca
505,3141,Mali,Wealth Minerals Ltd.,http://www.wealthminerals.com
506,2913,Mauritania,Kinross Gold Corporation,http://www.kinross.com
507,2722,Mexico,Alamos Gold Inc.,http://www.alamosgold.com
508,2829,Mexico,Almaden Minerals Ltd.,http://www.almadenminerals.com
509,2616B,Mexico,Americas Gold and Silver,http://www.americas-gold.com
510,2947,Mexico,Argonaut Gold Inc.,http://www.argonautgold.com
511,2445,Mexico,Avino Silver & Gold Mines Ltd.,http://www.avino.com
512,2940,Mexico,Azure Minerals Limited,http://www.azureminerals.com.au
513,2148,Mexico,Centerra Gold Inc.,http://www.centerragold.com
514,2422B,Mexico,Chesapeake Gold Corporation,http://www.chesapeakegold.com
515,2141,Mexico,Commander Resources Ltd.,http://www.commanderresources.com
516,2703,Mexico,Defiance Silver Corp.,http://www.defiancesilver.com
517,3040,Mexico,Evrim Resources Corp.,http://www.evrimresources.com
518,2501,Mexico,First Majestic Silver Corp. ,http://www.firstmajestic.com
519,2108,Mexico,Gold Group Management Inc.,http://www.goldgroup.com
520,2543,Mexico,Golden Goliath Resources Ltd.,http://www.goldengoliath.com
521,2706,Mexico,Golden Minerals Company,http://www.goldenminerals.com
522,2348,Mexico,GR Sliver Mining Ltd.,http://www.grsilvermining.com
523,2437,Mexico,Hecla Mining Company,http://www.hecla-mining.com
524,2505,Mexico,Impact Silver Corp.,http://www.impactsilver.com
525,3148,Mexico,Kootenay Silver Inc.,http://www.kootenaysilver.com
526,2843,Mexico,Leagold Mining Corporation,http://www.leagold.com
527,2710,Mexico,Mako Mining Corp.,http://www.makominingcorp.com
528,2451,Mexico,Manex Resource Group Inc.,http://www.manexresourcegroup.com
529,2849,Mexico,McEwen Mining Inc.,http://www.mcewenmining.com
530,2637,Mexico,Minaurum Gold Inc.,http://www.minaurum.com
531,2423A,Mexico,Minera Alamos Inc.,http://www.mineraalamos.com
532,2314,Mexico,New Gold Inc.,http://www.newgold.com
533,2912,Mexico,Newmont Corporation,http://www.newmont.com
534,3046,Mexico,Orla Mining Ltd.,http://www.orlamining.com
535,2413A,Mexico,Riverside Resources Inc.,http://www.rivres.com
536,3153,Mexico,ROKMASTER Resources Corp.,http://www.rokmaster.com
537,2850,Mexico,Sandstorm Gold Royalties,http://www.sandstormgold.com
538,2441,Mexico,Sierra Metals Inc.,http://www.sierrametals.com
539,2930,Mexico,Silver One Resources,http://www.silverone.com
540,2448,Mexico,SilverCrest Metals Inc.,http://www.silvercrestmetals.com
541,2328,Mexico,Sonoro Metals Corp.,http://www.sonorometals.com
542,2846,Mexico,Starcore International Mines Ltd.,http://www.starcore.com
543,2231,Mexico,Telson Mining Corporation,http://www.telsonmining.com
544,3136,Mexico,Vizsla Resources Corp.,http://www.vizslaresources.com
545,2311,Mexico,Wheaton Precious Metals Corp.,http://www.wheatonpm.com
546,3212,Mongolia,Artisanal Gold Council,http://www.artisanalgold.org
547,2907,Mongolia,Aurora Minerals Group LLP,http://www.aurora.kz
548,2712,Mongolia,Entrée Resources Ltd.,http://www.entreeresourcesltd.com
549,2112,Mongolia,Erdene Resource Development Corp.,http://www.erdene.com
550,2739,Mongolia,Five Star Diamond Limited,http://www.ionenergy.ca
551,3306,Mongolia,Prophecy Development Corp.,http://www.prophecydev.com
552,2100,Mongolia,Rio Tinto,http://www.riotinto.com
553,2850,Mongolia,Sandstorm Gold Royalties,http://www.sandstormgold.com
554,2725,Mongolia,Steppe Gold Limited,http://www.steppegold.com
555,3326,Morocco,Aurum Discovery,http://www.aurumdiscovery.com
556,2105,Morocco,MANAGEM Group,http://www.managemgroup.com
557,2450,Morocco,Maya Gold & Silver Inc.,http://www.mayagoldsilver.com
558,2113,Myanmar (Burma),Pacific Trends Resources Pty Ltd,http://www.pacifictrendsresources.com.au
559,2731,Namibia,B2Gold Corp.,http://www.b2gold.com
560,3036,Namibia,Copperzone Resources Limited,http://www.copperzone-resources.com
561,3332,Namibia,E-Tech Metals,http://www.etechmetals.com
562,2332,Namibia,Lepidico Ltd.,http://www.lepidico.com
563,2515,Namibia,Lundin Group ,http://www.thelundingroup.com
564,2647,Namibia,Montero Mining & Exploration Ltd.,http://www.monteromining.com
565,3015,Namibia,Osino Resources Corp.,http://www.osinoresources.com
566,2118,Namibia,Trevali Mining Corporation,http://www.trevali.com
567,2841,New Zealand,OceanaGold Corporation,http://www.oceanagold.com
568,2946,Nicaragua,Condor Gold Plc,http://www.condorgold.com
569,2522,Nicaragua,IAMGOLD Corporation,http://www.iamgold.com
570,2710,Nicaragua,Mako Mining Corp.,http://www.makominingcorp.com
571,2342,Nicaragua,Royal Road Minerals,http://www.royalroadminerals.com
572,2515,Nigeria,Lundin Group ,http://www.thelundingroup.com
573,2532,Nigeria,Moydow Resources Limited,http://www.moydow.com
574,2823,Norway,ALX Resources Corp.,http://www.alxresources.com
575,2651,Norway,EMX Royalty Corp.,http://www.emxroyalty.com
576,2515,Norway,Lundin Group ,http://www.thelundingroup.com
577,2353,Norway,Playfair Mining Ltd.,http://www.playfairmining.com
578,3146,NULL,Jamaica Stock Exchange,http://www.jamstockex.com
579,3046,Panama,Orla Mining Ltd.,http://www.orlamining.com
580,3033,Papua New Guinea,K92 Mining Inc.,http://www.k92mining.com
581,2100,Papua New Guinea,Rio Tinto,http://www.riotinto.com
582,2924,Paraguay,Golden Arrow Resources,http://www.goldenarrowresources.com
583,2850,Paraguay,Sandstorm Gold Royalties,http://www.sandstormgold.com
584,2528,Paraguay,Uranium Energy Corp.,http://www.uraniumenergy.com
585,2325,Peru,Anglo American,http://www.angloamerican.com
586,3212,Peru,Artisanal Gold Council,http://www.artisanalgold.org
587,2209,Peru,AURYN Mining Corp.,http://www.aurynmining.com
588,2421A,Peru,Auryn Resources Inc.,http://www.aurynresources.com
589,2434,Peru,Barrick Gold Corporation,http://www.barrick.com
590,3123,Peru,BHP,http://www.bhp.com
591,3031,Peru,Candente Copper Corp.,http://www.candentecopper.com
592,2711,Peru,Carube Copper Corp.,http://www.carubecopper.com
593,2628,Peru,Cerro de Pasco Resources Inc.,http://www.pascoresources.com
594,3325,Peru,Chakana Copper Corporation,http://www.chakanacopper.com
595,3208,Peru,Consulting & Mining Sevices SRL,http://www.consultingmining.com
596,2632,Peru,Dynacor Gold Mines Inc.,http://www.dynacor.com
597,2949,Peru,Globe Trotters Resource Group Inc.,http://www.globetrottersresources.ca
598,2108,Peru,Gold Group Management Inc.,http://www.goldgroup.com
599,2526,Peru,GoldMining Inc.,http://www.goldmining.com
600,2416A,Peru,High Power Exploration,http://www.hpxploration.com
601,2522,Peru,IAMGOLD Corporation,http://www.iamgold.com
602,3035,Peru,Inca One Gold Corp.,http://www.incaone.com
603,2700,Peru,Lara Exploration Ltd.,http://www.laraexploration.com
604,2709,Peru,Metals Group Inc.,http://www.metalsgroup.com
605,2912,Peru,Newmont Corporation,http://www.newmont.com
606,3322,Peru,Nexa Resources S.A.,http://www.nexaresources.com
607,2723,Peru,Palamina Corp.,http://www.palamina.com
608,2506,Peru,Panoro Minerals Ltd.,http://www.panoro.com
609,3127,Peru,Plateau Energy Metals Inc. ,http://www.plateauenergymetals.com
610,3019,Peru,PPX Mining Corp.,http://www.ppxmining.com
611,2215A,Peru,Pucara Resources,http://www.pucararesources.com
612,2925,Peru,Regulus Resources Inc.,http://www.regulusresources.com
613,2100,Peru,Rio Tinto,http://www.riotinto.com
614,3153,Peru,ROKMASTER Resources Corp.,http://www.rokmaster.com
615,2850,Peru,Sandstorm Gold Royalties,http://www.sandstormgold.com
616,2441,Peru,Sierra Metals Inc.,http://www.sierrametals.com
617,2422A,Peru,Solitario Zinc Corp.,http://www.solitariozinc.com
618,2509,Peru,Teck Resources Limited,http://www.teck.com
619,2937,Peru,Tinka Resources Limited,http://www.tinkaresources.com
620,2118,Peru,Trevali Mining Corporation,http://www.trevali.com
621,2311,Peru,Wheaton Precious Metals Corp.,http://www.wheatonpm.com
622,2942,Peru,Zinc One Resources Inc.,http://www.zincone.com
623,3212,Philippines,Artisanal Gold Council,http://www.artisanalgold.org
624,2731,Philippines,B2Gold Corp.,http://www.b2gold.com
625,2841,Philippines,OceanaGold Corporation,http://www.oceanagold.com
626,3250,Philippines,Rugby Mining Limited,http://www.rugbymining.com
627,2643,Portugal,Ascendant Resources Inc.,http://www.ascendantresources.com
628,2136,Portugal,"EDM-Empresa de Desenvolvimento Mineiro, SA",http://www.edm.pt
629,2332,Portugal,Lepidico Ltd.,http://www.lepidico.com
630,2515,Portugal,Lundin Group ,http://www.thelundingroup.com
631,2732,Romania,Eldorado Gold Corporation,http://www.eldoradogold.com
632,2907,Russian Federation,Aurora Minerals Group LLP,http://www.aurora.kz
633,2913,Russian Federation,Kinross Gold Corporation,http://www.kinross.com
634,2302,Russian Federation,Kopy Goldfields AB,http://www.kopygoldfields.com
635,2500,Russian Federation,Orsu Metals Corporation,http://www.orsumetals.com
636,2531,Russian Federation,Silver Bear Resources Plc.,http://www.silverbearresources.com
637,2632,Senegal,Dynacor Gold Mines Inc.,http://www.dynacor.com
638,2522,Senegal,IAMGOLD Corporation,http://www.iamgold.com
639,2540,Senegal,Teranga Gold Corporation,http://www.terangagold.com
640,2732,Serbia,Eldorado Gold Corporation,http://www.eldoradogold.com
641,2108,Serbia,Gold Group Management Inc.,http://www.goldgroup.com
642,2530,Serbia,Mundoro Capital Inc.,http://www.mundoro.com
643,2100,Serbia,Rio Tinto,http://www.riotinto.com
644,3241,Serbia,Tethyan Resource Corp.,http://www.tethyan-resources.com
645,2745,Solomon Islands,SolGold,http://www.solgold.com.au
646,2325,South Africa,Anglo American,http://www.angloamerican.com
647,2316,South Africa,Diamcor Mining Inc.,http://www.diamcormining.com
648,2414A,South Africa,Ivanhoe Mines,http://www.ivanhoemines.com
649,2515,South Africa,Lundin Group ,http://www.thelundingroup.com
650,2647,South Africa,Montero Mining & Exploration Ltd.,http://www.monteromining.com
651,2100,South Africa,Rio Tinto,http://www.riotinto.com
652,2850,South Africa,Sandstorm Gold Royalties,http://www.sandstormgold.com
653,3246,South Africa,South32 Limited,http://www.south32.net
654,3326,Spain,Aurum Discovery,http://www.aurumdiscovery.com
655,2243,Spain,Orvana Minerals Corp.,http://www.orvana.com
656,2417B,Spain,Valoriza Mineria SL,http://www.valorizamineria.com
657,2105,Sudan,MANAGEM Group,http://www.managemgroup.com
658,3212,Suriname,Artisanal Gold Council,http://www.artisanalgold.org
659,3338,Suriname,Columbus Gold Corp.,http://www.columbusgold.com
660,2522,Suriname,IAMGOLD Corporation,http://www.iamgold.com
661,2912,Suriname,Newmont Corporation,http://www.newmont.com
662,3326,Sweden,Aurum Discovery,http://www.aurumdiscovery.com
663,2148,Sweden,Centerra Gold Inc.,http://www.centerragold.com
664,2651,Sweden,EMX Royalty Corp.,http://www.emxroyalty.com
665,2941,Sweden,Leading Edge Materials Corp.,http://www.leadingedgematerials.com
666,2515,Sweden,Lundin Group ,http://www.thelundingroup.com
667,2301,Sweden,Mandalay Resources Corp.,http://www.mandalayresources.com
668,2850,Sweden,Sandstorm Gold Royalties,http://www.sandstormgold.com
669,2311,Sweden,Wheaton Precious Metals Corp.,http://www.wheatonpm.com
670,2647,"Tanzania, United Republic Of",Montero Mining & Exploration Ltd.,http://www.monteromining.com
671,2100,"Tanzania, United Republic Of",Rio Tinto,http://www.riotinto.com
672,2341,Thailand,Kingsgate Consolidated Limited,http://www.kingsgate.com.au
673,2621B,Togo,Keras Resources plc,http://www.kerasplc.com
674,2339,Turkey,Alacer Gold Corp.,http://www.alacergold.com
675,2722,Turkey,Alamos Gold Inc.,http://www.alamosgold.com
676,2148,Turkey,Centerra Gold Inc.,http://www.centerragold.com
677,3017,Turkey,CVK Mining Group,http://www.cvkgroups.com
678,2732,Turkey,Eldorado Gold Corporation,http://www.eldoradogold.com
679,2651,Turkey,EMX Royalty Corp.,http://www.emxroyalty.com
680,2618B,Turkey,Mira Stone Ltd,http://www.mirastone.net
681,2850,Turkey,Sandstorm Gold Royalties,http://www.sandstormgold.com
682,2509,Turkey,Teck Resources Limited,http://www.teck.com
683,3142,Uganda,Oro Verde Limited,http://www.oroverde.com.au
684,3326,United Kingdom,Aurum Discovery,http://www.aurumdiscovery.com
685,2545,United Kingdom,Strongbow Exploration Inc.,http://www.strongbowexploration.com
686,2750,United States,Adamera Minerals Corp.,http://www.adamera.com
687,2944,United States,AJN Resources Inc.  ,http://www.ajnresources.com
688,2722,United States,Alamos Gold Inc.,http://www.alamosgold.com
689,2435,United States,Altius Minerals Corp.,http://www.altiusminerals.com
690,2616B,United States,Americas Gold and Silver,http://www.americas-gold.com
691,2325,United States,Anglo American,http://www.angloamerican.com
692,2614A,United States,Aquila Resources Inc.,http://www.aquilaresources.com
693,2351,United States,Ares Strategic Mining Inc.,http://www.aresmining.com
694,2329,United States,Ascot Resources Ltd.,http://www.ascotgold.com
695,2106,United States,Aston Bay,http://www.astonbayholdings.com
696,2608,United States,Avidian Gold Corp.,http://www.avidiangold.com
697,2415B,United States,Barrian Mining Corp,
698,2434,United States,Barrick Gold Corporation,http://www.barrick.com
699,3047,United States,BeMetals Corp.,http://www.bemetalscorp.com
700,3123,United States,BHP,http://www.bhp.com
701,2419B,United States,BlackRock Gold Corp.,http://www.blackrockgoldcorp.com
702,3228,United States,Brixton Metals Corporation,http://www.brixtonmetals.com
703,3034,United States,Canarc Resource Corp.,http://www.canarc.net
704,3151,United States,Cantex Mine Development Corp,http://www.cantex.ca
705,2148,United States,Centerra Gold Inc.,http://www.centerragold.com
706,2911,United States,Constantine Metal Resources Ltd.,http://www.constantinemetals.com
707,2713,United States,Copper Fox Metals Inc.,http://www.copperfoxmetals.com
708,2518,United States,Corvus Gold Inc.,http://www.corvusgold.com
709,2845,United States,Desert Mountain Energy Corp.,http://www.desertmountainenergy.com
710,2832,United States,Dynasty Gold Corp.,http://www.dynastygoldcorp.com
711,2948,United States,Eclipse Gold Mining Corp,http://www.eclipsegoldmining.com
712,2347,United States,Elim Mining Incorporated,http://www.elimmining.com
713,3012,United States,Ely Gold Royalties Inc.,http://www.elygoldinc.com
714,2651,United States,EMX Royalty Corp.,http://www.emxroyalty.com
715,2622B,United States,Endurance Gold Corp,http://www.endurancegold.com
716,2452,United States,Energy Fuels Inc.,http://www.energyfuels.com
717,2333,United States,EnviroLeach Technologies Inc.,http://www.enviroleach.com
718,3308,United States,Eros Resources Corp.,http://www.erosresourcescorp.com
719,3040,United States,Evrim Resources Corp.,http://www.evrimresources.com
720,2809,United States,Excelsior Mining Corp.,http://www.excelsiormining.com
721,2950,United States,Fiore Gold,http://www.fioregold.com
722,2825,United States,Forum Energy Metals Corp.,http://www.forumenergymetals.com
723,3130,United States,GFG Resources Inc.,http://www.gfgresources.com
724,2718,United States,Globex Mining Enterprises Inc.,http://www.globexmining.com
725,2338,United States,GMV Minerals Inc.,http://www.gmvminerals.com
726,2108,United States,Gold Group Management Inc.,http://www.goldgroup.com
727,2928,United States,Gold Springs Resource Corp.,http://www.goldspringsresource.com
728,2706,United States,Golden Minerals Company,http://www.goldenminerals.com
729,2526,United States,GoldMining Inc.,http://www.goldmining.com
730,3131,United States,Goldmoney Inc.,http://www.goldmoney.com
731,2437,United States,Hecla Mining Company,http://www.hecla-mining.com
732,3245,United States,HighGold Mining Inc,http://www.highgoldmining.com
733,2741,United States,Independence Gold Corp.,http://www.ingold.ca
734,2147,United States,Integra Resources Corp.,http://www.integraresources.com
735,3128,United States,International Millennium Mining Corp.,http://www.immc.ca
736,2109,United States,ioneer,http://www.ioneer.com
737,2618A,United States,Kerr Mines Inc.,http://www.kerrmines.com
738,2913,United States,Kinross Gold Corporation,http://www.kinross.com
739,2508,United States,Libero Copper,http://www.liberocopper.com
740,3206,United States,Liberty Gold Corp.,http://www.libertygold.ca
741,2451,United States,Manex Resource Group Inc.,http://www.manexresourcegroup.com
742,2849,United States,McEwen Mining Inc.,http://www.mcewenmining.com
743,3024,United States,Metallic Group of Companies,http://www.metallicgroup.ca
744,2413B,United States,Midas Gold Corp.,http://www.midasgoldcorp.com
745,2812,United States,Mineral Mountain Resources Ltd.,http://www.mineralmtn.com
746,3243,United States,"Morefield Gem Mine, Inc.",http://www.morefieldgemmine.com
747,2532,United States,Moydow Resources Limited,http://www.moydow.com
748,2410,United States,Nevada Copper Corp.,http://www.nevadacopper.com
749,2527,United States,Nevada Exploration Inc.,http://www.nevadaexploration.com
750,2619B,United States,New Age Metals,http://www.newagemetals.com
751,2314,United States,New Gold Inc.,http://www.newgold.com
752,2350,United States,Newcrest Mining Ltd.,http://www.newcrest.com.au
753,2912,United States,Newmont Corporation,http://www.newmont.com
754,2415A,United States,Newrange Gold Corp.,http://www.newrangegold.com
755,3240,United States,Northern Dynasty Minerals Ltd.,http://www.northerndynastyminerals.com 
756,2714,United States,Northern Vertex Mining Corp.,http://www.northernvertex.com
757,2901,United States,Novagold Resources Inc.,http://www.novagold.com
758,2841,United States,OceanaGold Corporation,http://www.oceanagold.com
759,2529,United States,Orford Mining Corp.,http://www.orfordmining.com
760,3010,United States,Pancontinental Resources Corporation,http://www.panconresources.com
761,2633,United States,Peloton Minerals Corporation,http://www.pelotonminerals.com
762,2705,United States,PolyMet Mining Corp.,http://www.polymetmining.com
763,3344,United States,Prolific Mining Corp.,http://www.prolificutah.com/home
764,3306,United States,Prophecy Development Corp.,http://www.prophecydev.com
765,2331,United States,Quaterra Resources Inc.,http://www.quaterra.com
766,2645,United States,Redstar Gold Corp.,http://www.redstargold.com
767,2625A,United States,Renaissance Gold Inc.,http://www.rengold.com
768,2507,United States,Revival Gold Inc.,http://www.revival-gold.com
769,2100,United States,Rio Tinto,http://www.riotinto.com
770,2131,United States,Romios Gold Resources Inc.,http://www.romios.com
771,2922,United States,S2 Resources Ltd.,http://www.s2resources.com.au
772,2850,United States,Sandstorm Gold Royalties,http://www.sandstormgold.com
773,2930,United States,Silver One Resources,http://www.silverone.com
774,2346,United States,Sitka Gold Corp,http://www.sitkagoldcorp.com
775,2422A,United States,Solitario Zinc Corp.,http://www.solitariozinc.com
776,3246,United States,South32 Limited,http://www.south32.net
777,2343,United States,Spirit Mining LLC,http://www.spiritmining.us
778,3124,United States,Strategic Exploration Group,http://www.strategicmetalsltd.com
779,2512,United States,Talon Metals Corp.,http://www.talonmetals.com
780,2509,United States,Teck Resources Limited,http://www.teck.com
781,3229,United States,Tectonic Metals Inc.,http://www.tectonicmetals.com
782,2848,United States,Timberline Resources Corporation,http://www.timberline-resources.com
783,3041,United States,Trilogy Metals Inc.,http://www.trilogymetals.com
784,2110,United States,Ucore Rare Metals Inc.,http://www.ucore.com
785,2528,United States,Uranium Energy Corp.,http://www.uraniumenergy.com
786,2443,United States,Ur-Energy Inc.,http://www.ur-energy.com
787,2613A,United States,Vior Inc.,http://www.vior.ca
788,3022,United States,Viva Gold Corp.,http://www.vivagoldcorp.com
789,2223B,United States,VR Resources Ltd.,http://www.vrr.ca
790,2943,United States,Western Alaska Copper and Gold,http://www.wacg.rocks
791,3014,United States,Western Uranium & Vanadium Corp.,http://www.western-uranium.com
792,2414B,United States,White Rock Minerals,http://www.whiterockminerals.com.au
793,2836,United States,Zephyr Minerals Ltd.,http://www.zephyrminerals.com
794,2418B,Viet Nam,Blackstone Minerals Ltd,http://www.blackstoneminerals.com.au
795,3005,West Africa,Panthera Resources Plc,http://www.pantheraresources.com
796,3151,Yemen,Cantex Mine Development Corp,http://www.cantex.ca
797,2325,Zambia,Anglo American,http://www.angloamerican.com
798,3047,Zambia,BeMetals Corp.,http://www.bemetalscorp.com
799,3036,Zambia,Copperzone Resources Limited,http://www.copperzone-resources.com
800,2100,Zambia,Rio Tinto,http://www.riotinto.com
